frame_idx,time_sec,rat_a_slot,rat_b_slot,rat_a_track_id,rat_b_track_id,zone,contact_type,investigator_slot,nose_nose_dist_px,nose_nose_dist_bl,nose_tailbase_dist_px,nose_tailbase_dist_bl,centroid_dist_px,centroid_dist_bl,mask_iou,body_length_a_px,body_length_b_px,velocity_a_px,velocity_b_px,orientation_cos,quality_flag,bout_id
851,28.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
852,28.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
853,28.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
854,28.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
855,28.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
856,28.5333,0,1,1,2,independent,,,595.5,2.4438,538.2,2.2084,515.0,2.1132,0.0,251.1,208.2,6.6,5.1,0.847,,
857,28.5667,0,1,1,2,independent,,,591.0,2.4327,545.1,2.2437,483.3,1.9893,0.0,250.7,221.9,10.9,8.0,0.8569,,
858,28.6,0,1,1,2,independent,,,583.2,2.4086,553.0,2.2841,497.3,2.0541,0.0,261.3,208.0,8.5,18.5,0.9431,,
859,28.6333,0,1,1,2,independent,,,582.3,2.4174,553.9,2.2996,532.2,2.2093,0.0,261.8,197.8,9.6,17.1,0.975,,
860,28.6667,0,1,1,2,independent,,,590.1,2.4575,562.5,2.3426,543.8,2.2646,0.0,269.5,197.1,10.4,1.7,0.9783,,
861,28.7,0,1,1,2,independent,,,584.0,2.4345,551.5,2.2992,549.3,2.29,0.0,272.7,202.7,12.5,4.3,0.9932,,
862,28.7333,0,1,1,2,independent,,,584.4,2.4387,550.0,2.2954,549.6,2.2938,0.0,270.1,204.5,10.6,3.9,0.9926,,
863,28.7667,0,1,1,2,independent,,,584.3,2.4325,551.3,2.2951,539.2,2.2449,0.0,279.1,211.6,14.7,3.4,0.9943,,
864,28.8,0,1,1,2,independent,,,577.5,2.3992,546.9,2.2721,539.8,2.2428,0.0,275.0,215.7,11.9,5.6,0.999,,
865,28.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
866,28.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
867,28.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
868,28.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
869,28.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
870,29.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
871,29.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
872,29.0667,0,1,1,2,independent,,,573.8,2.4199,530.9,2.2389,554.5,2.3386,0.0,267.7,211.4,10.1,6.0,0.9877,,
873,29.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
874,29.1333,0,1,1,2,independent,,,551.3,2.3122,495.2,2.0767,561.0,2.3528,0.0,277.2,223.0,11.2,6.2,0.9402,,
875,29.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
876,29.2,0,1,1,2,independent,,,534.4,2.2233,464.9,1.9339,563.5,2.3444,0.0,274.8,231.8,13.7,7.5,0.8427,,
877,29.2333,0,1,1,2,independent,,,526.3,2.1789,462.9,1.9165,567.0,2.3472,0.0,266.1,238.2,15.7,7.0,0.7932,,
878,29.2667,0,1,1,2,independent,,,528.2,2.1823,451.7,1.8663,574.5,2.3738,0.0,260.6,232.3,12.1,6.1,0.6866,,
879,29.3,0,1,1,2,independent,,,524.7,2.1703,453.2,1.8749,595.8,2.4648,0.0,240.5,237.7,23.6,6.4,0.6266,,
880,29.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
881,29.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
882,29.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
883,29.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
884,29.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
885,29.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
886,29.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
887,29.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
888,29.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
889,29.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
890,29.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
891,29.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
892,29.7333,0,1,1,2,independent,,,597.6,2.4644,438.8,1.8097,623.4,2.5708,0.0,263.8,229.4,17.3,5.7,0.1893,,
893,29.7667,0,1,1,2,independent,,,604.1,2.4875,437.6,1.8018,617.6,2.543,0.0,259.4,233.3,9.4,6.4,0.1672,,
894,29.8,0,1,1,2,independent,,,616.6,2.54,445.4,1.8345,619.1,2.5503,0.0,247.3,236.2,13.8,5.0,0.0477,,
895,29.8333,0,1,1,2,independent,,,613.7,2.528,442.0,1.8207,615.6,2.5359,0.0,243.6,241.6,8.2,6.7,0.0504,,
896,29.8667,0,1,1,2,independent,,,611.0,2.5156,429.3,1.7675,611.5,2.5173,0.0,249.8,238.7,8.7,8.2,0.1285,,
897,29.9,0,1,1,2,independent,,,616.4,2.5238,417.3,1.7085,606.8,2.4844,0.0,263.4,249.2,8.8,9.8,0.1082,,
898,29.9333,0,1,1,2,independent,,,623.5,2.5431,425.3,1.7349,606.1,2.4723,0.0,262.9,244.3,5.8,6.4,0.0601,,
899,29.9667,0,1,1,2,independent,,,624.9,2.539,426.2,1.7318,612.3,2.488,0.0,259.5,249.5,8.0,6.9,0.0626,,
900,30.0,0,1,1,2,independent,,,626.1,2.4564,424.8,1.6666,616.6,2.4193,0.0,245.9,263.9,,,0.1068,,
901,30.0333,0,1,1,2,independent,,,624.8,2.4558,430.9,1.6936,625.6,2.459,0.0,248.2,252.3,4.9,10.3,0.1122,,
902,30.0667,0,1,1,2,independent,,,648.3,2.5527,453.1,1.784,627.1,2.4692,0.0,247.5,252.5,4.5,6.6,0.0238,,
903,30.1,0,1,1,2,independent,,,640.5,2.5331,452.8,1.7907,638.1,2.5236,0.0,246.4,239.3,6.2,11.6,0.0816,,
904,30.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
905,30.1667,0,1,1,2,independent,,,624.4,2.4707,435.1,1.7216,636.8,2.5196,0.0,263.2,231.6,7.7,8.4,0.1029,,
906,30.2,0,1,1,2,independent,,,633.8,2.5135,439.6,1.7433,615.8,2.4424,0.0,256.2,237.8,6.6,5.1,0.0259,,
907,30.2333,0,1,1,2,independent,,,631.3,2.5065,432.9,1.7189,605.4,2.4036,0.0,260.5,238.2,7.5,1.8,-0.0333,,
908,30.2667,0,1,1,2,independent,,,623.2,2.4692,416.4,1.6497,592.3,2.3467,0.0,269.4,244.6,8.3,1.3,-0.0532,,
909,30.3,0,1,1,2,independent,,,619.6,2.4516,413.9,1.638,588.2,2.3275,0.0,269.7,241.6,8.9,2.2,-0.0661,,
910,30.3333,0,1,1,2,independent,,,612.9,2.419,405.6,1.6008,570.4,2.2513,0.0,275.6,243.0,10.2,4.9,-0.0942,,
911,30.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
912,30.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
913,30.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
914,30.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
915,30.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
916,30.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
917,30.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
918,30.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
919,30.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
920,30.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
921,30.7,0,1,1,2,independent,,,537.1,2.0969,423.1,1.6517,491.1,1.9174,0.0,263.6,217.1,7.9,18.1,-0.7982,,
922,30.7333,0,1,1,2,independent,,,544.4,2.1274,423.7,1.6558,496.8,1.9412,0.0,268.4,239.7,10.2,15.3,-0.8337,,
923,30.7667,0,1,1,2,independent,,,550.3,2.1517,433.6,1.6953,500.3,1.9559,0.0,271.7,237.1,6.8,12.7,-0.8507,,
924,30.8,0,1,1,2,independent,,,550.0,2.1539,436.7,1.7101,505.8,1.9808,0.0,268.1,235.0,4.4,12.0,-0.8545,,
925,30.8333,0,1,1,2,independent,,,561.8,2.2016,455.3,1.7844,523.3,2.0507,0.0,257.6,249.2,6.1,4.8,-0.8733,,
926,30.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
927,30.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
928,30.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
929,30.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
930,31.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
931,31.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
932,31.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
933,31.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
934,31.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
935,31.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
936,31.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
937,31.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
938,31.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
939,31.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
940,31.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
941,31.3667,0,1,1,2,independent,,,503.0,1.8964,406.0,1.5307,520.4,1.9618,0.0,276.7,285.6,9.2,15.7,-0.6677,,
942,31.4,0,1,1,2,independent,,,505.4,1.8956,399.3,1.4975,518.7,1.9454,0.0,266.1,292.2,8.3,14.0,-0.6352,,
943,31.4333,0,1,1,2,independent,,,515.2,1.9173,388.3,1.4451,513.6,1.9115,0.0,276.3,298.2,9.6,14.5,-0.6025,,
944,31.4667,0,1,1,2,independent,,,516.7,1.9137,381.0,1.411,511.1,1.8931,0.0,274.9,288.8,10.6,15.6,-0.5911,,
945,31.5,0,1,1,2,independent,,,533.8,1.9657,372.5,1.3715,513.6,1.8913,0.0,274.5,296.9,12.2,16.7,-0.5414,,
946,31.5333,0,1,1,2,independent,,,536.3,1.9648,368.2,1.3489,510.0,1.8683,0.0,274.0,296.8,9.1,15.9,-0.5571,,
947,31.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
948,31.6,0,1,1,2,independent,,,531.0,1.9347,369.5,1.3462,500.6,1.824,0.0,279.3,286.8,10.5,13.2,-0.5935,,
949,31.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
950,31.6667,0,1,1,2,independent,,,540.1,1.9595,381.7,1.3848,506.3,1.8368,0.0,274.6,291.2,10.1,15.8,-0.6604,,
951,31.7,0,1,1,2,independent,,,532.5,1.9328,391.2,1.4198,507.0,1.8403,0.0,270.5,278.1,8.2,17.1,-0.7211,,
952,31.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
953,31.7667,0,1,1,2,independent,,,542.0,1.972,385.2,1.4016,507.4,1.8461,0.0,282.9,265.7,8.0,11.7,-0.6752,,
954,31.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
955,31.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
956,31.8667,0,1,1,2,independent,,,567.6,2.0559,389.2,1.4098,508.9,1.8431,0.0,282.2,287.9,16.7,13.0,-0.6741,,
957,31.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
958,31.9333,0,1,1,2,independent,,,582.3,2.1042,416.8,1.5061,516.5,1.8664,0.0,275.8,284.1,9.0,14.4,-0.7904,,
959,31.9667,0,1,1,2,independent,,,600.5,2.178,453.0,1.6428,522.6,1.8952,0.0,266.1,267.5,10.8,17.5,-0.8823,,
960,32.0,0,1,1,2,independent,,,619.5,2.2551,474.0,1.7254,538.4,1.9601,0.0,268.9,262.1,15.0,18.1,-0.9135,,
961,32.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
962,32.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
963,32.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
964,32.1333,0,1,1,2,independent,,,688.0,2.5063,504.9,1.8395,538.1,1.9603,0.0,274.2,276.8,11.5,11.6,-0.9243,,
965,32.1667,0,1,1,2,independent,,,692.9,2.53,501.1,1.83,551.3,2.0133,0.0,263.2,273.0,9.0,17.1,-0.8978,,
966,32.2,0,1,1,2,independent,,,703.8,2.5743,509.7,1.864,564.6,2.0649,0.0,270.5,268.3,12.9,10.8,-0.8713,,
967,32.2333,0,1,1,2,independent,,,704.0,2.5709,522.1,1.9067,576.3,2.1046,0.0,275.5,279.5,15.2,9.0,-0.8863,,
968,32.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
969,32.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
970,32.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
971,32.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
972,32.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
973,32.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
974,32.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
975,32.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
976,32.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
977,32.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
978,32.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
979,32.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
980,32.6667,0,1,1,2,independent,,,842.0,3.031,679.3,2.4454,693.4,2.4962,0.0,273.5,298.9,14.3,10.6,-0.959,,
981,32.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
982,32.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
983,32.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
984,32.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
985,32.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
986,32.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
987,32.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
988,32.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
989,32.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
990,33.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
991,33.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
992,33.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
993,33.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
994,33.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
995,33.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
996,33.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
997,33.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
998,33.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
999,33.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1000,33.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1001,33.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1002,33.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1003,33.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1004,33.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1005,33.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1006,33.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1007,33.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1008,33.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1009,33.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1010,33.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1011,33.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1012,33.7333,0,1,1,2,independent,,,798.1,3.0879,714.4,2.7641,777.6,3.0088,0.0,224.3,218.1,14.0,15.0,-0.7862,,
1013,33.7667,0,1,1,2,independent,,,800.1,3.1334,717.0,2.8081,774.2,3.032,0.0,223.6,231.2,10.9,12.2,-0.7874,,
1014,33.8,0,1,1,2,independent,,,806.6,3.1909,713.9,2.8242,781.7,3.0924,0.0,229.8,229.5,7.4,17.2,-0.7575,,
1015,33.8333,0,1,1,2,independent,,,805.5,3.2065,706.9,2.8143,777.8,3.0964,0.0,237.3,236.5,4.9,12.0,-0.7386,,
1016,33.8667,0,1,1,2,independent,,,808.1,3.2374,699.7,2.8033,775.4,3.1063,0.0,245.4,225.4,10.2,8.3,-0.7082,,
1017,33.9,0,1,1,2,independent,,,812.8,3.2727,699.7,2.8173,778.2,3.1331,0.0,250.2,224.2,15.9,8.9,-0.6908,,
1018,33.9333,0,1,1,2,independent,,,812.3,3.2924,694.2,2.8139,770.6,3.1234,0.0,248.1,215.4,9.2,4.0,-0.6718,,
1019,33.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1020,34.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1021,34.0333,0,1,1,2,independent,,,797.1,3.2615,651.1,2.6644,741.3,3.0332,0.0,277.3,213.9,10.7,2.0,-0.5396,,
1022,34.0667,0,1,1,2,independent,,,790.7,3.2286,640.2,2.6138,736.1,3.0054,0.0,281.1,218.2,6.7,1.7,-0.4959,,
1023,34.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1024,34.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1025,34.1667,0,1,1,2,independent,,,778.6,3.1575,618.1,2.5069,726.7,2.9473,0.0,275.8,223.0,9.0,2.2,-0.4204,,
1026,34.2,0,1,1,2,independent,,,771.7,3.1222,612.6,2.4786,730.1,2.9536,0.0,288.6,216.6,9.1,2.4,-0.3977,,
1027,34.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1028,34.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1029,34.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1030,34.3333,0,1,1,2,independent,,,761.7,3.0216,572.0,2.269,692.9,2.7485,0.0,292.8,232.3,13.8,0.4,-0.3128,,
1031,34.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1032,34.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1033,34.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1034,34.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1035,34.5,0,1,1,2,independent,,,748.5,2.9191,535.3,2.0875,701.1,2.7344,0.0,294.9,242.3,13.5,1.7,-0.1028,,
1036,34.5333,0,1,1,2,independent,,,737.9,2.8548,521.5,2.0175,697.1,2.6971,0.0,313.6,240.5,15.1,1.0,-0.076,,
1037,34.5667,0,1,1,2,independent,,,745.5,2.877,529.8,2.0446,694.3,2.6791,0.0,290.1,240.2,9.1,11.6,-0.0763,,
1038,34.6,0,1,1,2,independent,,,743.4,2.8654,530.1,2.0434,685.4,2.6417,0.0,290.1,234.2,12.0,2.9,-0.0606,,
1039,34.6333,0,1,1,2,independent,,,736.3,2.8362,523.7,2.0172,673.9,2.5956,0.0,290.7,231.8,15.4,5.4,-0.0644,,
1040,34.6667,0,1,1,2,independent,,,733.4,2.8228,523.4,2.0142,670.1,2.5791,0.0,296.4,227.0,13.0,3.1,-0.0745,,
1041,34.7,0,1,1,2,independent,,,734.4,2.8246,518.1,1.9925,659.0,2.5343,0.0,290.5,232.9,16.9,0.8,-0.093,,
1042,34.7333,0,1,1,2,independent,,,730.9,2.8061,512.8,1.9686,653.0,2.5069,0.0,295.1,234.0,11.6,1.4,-0.0981,,
1043,34.7667,0,1,1,2,independent,,,723.4,2.7721,513.1,1.9661,653.0,2.5023,0.0,300.9,229.7,9.9,0.4,-0.1643,,
1044,34.8,0,1,1,2,independent,,,707.0,2.7031,494.7,1.8915,643.0,2.4585,0.0,304.6,229.2,17.4,4.7,-0.1153,,
1045,34.8333,0,1,1,2,independent,,,697.4,2.6568,487.2,1.8561,631.2,2.4044,0.0,316.2,226.1,11.9,2.0,-0.1242,,
1046,34.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1047,34.9,0,1,1,2,independent,,,686.0,2.6066,486.5,1.8486,616.6,2.3427,0.0,308.2,218.9,15.6,1.4,-0.2211,,
1048,34.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1049,34.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1050,35.0,0,1,1,2,independent,,,682.2,2.5756,473.2,1.7864,592.4,2.2366,0.0,319.4,228.2,13.4,3.4,-0.3195,,
1051,35.0333,0,1,1,2,independent,,,688.2,2.5956,475.3,1.7927,588.9,2.2211,0.0,299.8,234.7,14.1,1.2,-0.3574,,
1052,35.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1053,35.1,0,1,1,2,independent,,,686.2,2.5775,461.6,1.7339,581.9,2.1855,0.0,301.4,241.9,12.2,3.5,-0.2797,,
1054,35.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1055,35.1667,0,1,1,2,independent,,,705.3,2.6591,487.6,1.8383,590.0,2.2243,0.0,278.3,236.3,23.9,9.0,-0.3172,,
1056,35.2,0,1,1,2,independent,,,714.4,2.6923,503.6,1.8979,608.4,2.2926,0.0,304.1,229.0,3.5,7.0,-0.3719,,
1057,35.2333,0,1,1,2,independent,,,705.6,2.6648,499.3,1.8856,597.1,2.2552,0.0,290.4,228.5,18.7,5.5,-0.3933,,
1058,35.2667,0,1,1,2,independent,,,715.0,2.704,509.8,1.9279,601.2,2.2737,0.0,296.3,226.4,6.7,9.6,-0.4332,,
1059,35.3,0,1,1,2,independent,,,723.0,2.7406,512.3,1.9422,603.7,2.2885,0.0,280.9,235.3,19.7,7.5,-0.4688,,
1060,35.3333,0,1,1,2,independent,,,736.1,2.7936,525.8,1.9953,606.4,2.3014,0.0,290.8,231.1,10.2,5.8,-0.4971,,
1061,35.3667,0,1,1,2,independent,,,732.7,2.791,524.4,1.9978,602.5,2.295,0.0,280.9,226.1,9.0,5.5,-0.4618,,
1062,35.4,0,1,1,2,independent,,,745.5,2.8495,537.7,2.0551,596.9,2.2815,0.0,280.4,226.9,5.2,4.2,-0.5143,,
1063,35.4333,0,1,1,2,independent,,,746.4,2.8652,543.0,2.0845,599.2,2.3,0.0,280.5,220.6,6.2,5.8,-0.5081,,
1064,35.4667,0,1,1,2,independent,,,745.1,2.8767,545.7,2.1067,601.3,2.3216,0.0,272.9,218.4,7.0,4.5,-0.515,,
1065,35.5,0,1,1,2,independent,,,750.4,2.9119,552.1,2.1424,609.1,2.3636,0.0,271.7,220.0,3.5,5.7,-0.5303,,
1066,35.5333,0,1,1,2,independent,,,755.7,2.9444,560.7,2.1845,622.4,2.4249,0.0,272.8,221.7,2.9,6.5,-0.5539,,
1067,35.5667,0,1,1,2,independent,,,766.3,2.9925,565.4,2.2078,632.2,2.4689,0.0,269.1,232.7,1.4,6.7,-0.571,,
1068,35.6,0,1,1,2,independent,,,773.4,3.0188,574.3,2.2415,647.7,2.5281,0.0,273.7,241.0,0.8,7.4,-0.6294,,
1069,35.6333,0,1,1,2,independent,,,777.5,3.0291,577.1,2.2483,652.0,2.5402,0.0,269.7,251.9,2.6,4.7,-0.6575,,
1070,35.6667,0,1,1,2,independent,,,783.7,3.0493,590.2,2.2964,670.4,2.6085,0.0,275.1,245.3,0.5,7.3,-0.6672,,
1071,35.7,0,1,1,2,independent,,,790.9,3.0727,596.3,2.3168,673.8,2.6177,0.0,274.4,247.4,2.4,5.8,-0.6642,,
1072,35.7333,0,1,1,2,independent,,,796.9,3.0806,603.8,2.3341,678.7,2.6238,0.0,297.8,242.5,16.3,3.9,-0.6771,,
1073,35.7667,0,1,1,2,independent,,,797.7,3.0743,605.5,2.3335,679.2,2.6176,0.0,288.2,245.3,17.1,3.7,-0.6802,,
1074,35.8,0,1,1,2,independent,,,797.7,3.0709,616.7,2.3738,678.6,2.6121,0.0,288.8,235.9,0.4,7.2,-0.715,,
1075,35.8333,0,1,1,2,independent,,,799.2,3.074,621.4,2.39,679.8,2.6147,0.0,288.1,235.7,0.6,4.8,-0.7297,,
1076,35.8667,0,1,1,2,independent,,,798.2,3.0717,626.8,2.4118,681.9,2.6241,0.0,286.0,231.7,1.6,1.9,-0.741,,
1077,35.9,0,1,1,2,independent,,,794.2,3.0636,629.4,2.4278,683.2,2.6355,0.0,280.7,226.5,0.6,2.0,-0.7497,,
1078,35.9333,0,1,1,2,independent,,,795.9,3.078,637.0,2.4637,690.5,2.6705,0.0,279.8,225.2,0.9,1.6,-0.7672,,
1079,35.9667,0,1,1,2,independent,,,798.5,3.0965,643.0,2.4936,696.5,2.7008,0.0,275.9,227.3,5.5,2.7,-0.7895,,
1080,36.0,0,1,1,2,independent,,,797.0,3.1058,645.7,2.5162,700.3,2.7287,0.0,274.7,216.0,3.2,1.3,-0.7745,,
1081,36.0333,0,1,1,2,independent,,,796.8,3.1207,645.4,2.5278,701.4,2.7469,0.0,274.4,213.0,4.6,2.2,-0.7633,,
1082,36.0667,0,1,1,2,independent,,,789.6,3.1052,637.9,2.5086,696.8,2.7402,0.0,275.1,214.7,3.1,0.6,-0.7433,,
1083,36.1,0,1,1,2,independent,,,790.2,3.1117,638.8,2.5155,704.2,2.773,0.0,288.0,214.0,13.5,0.4,-0.7455,,
1084,36.1333,0,1,1,2,independent,,,778.6,3.077,629.8,2.4887,695.0,2.7465,0.0,274.1,215.6,14.3,0.8,-0.7442,,
1085,36.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1086,36.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1087,36.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1088,36.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1089,36.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1090,36.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1091,36.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1092,36.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1093,36.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1094,36.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1095,36.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1096,36.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1097,36.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1098,36.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1099,36.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1100,36.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
