frame_idx,time_sec,rat_a_slot,rat_b_slot,rat_a_track_id,rat_b_track_id,zone,contact_type,investigator_slot,nose_nose_dist_px,nose_nose_dist_bl,nose_tailbase_dist_px,nose_tailbase_dist_bl,centroid_dist_px,centroid_dist_bl,mask_iou,body_length_a_px,body_length_b_px,velocity_a_px,velocity_b_px,orientation_cos,quality_flag,bout_id
1763,58.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1764,58.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1765,58.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1766,58.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1767,58.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1768,58.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1769,58.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1770,59.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1771,59.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1772,59.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1773,59.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1774,59.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1775,59.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1776,59.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1777,59.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1778,59.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1779,59.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1780,59.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1781,59.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1782,59.4,0,1,1,2,contact,N2N,,48.0,0.2103,144.4,0.6328,245.3,1.0751,0.0,172.0,275.1,3.5,4.4,-0.558,,6
1783,59.4333,0,1,1,2,contact,N2N,,45.3,0.1993,146.2,0.6433,234.2,1.0308,0.0,172.8,264.6,0.2,6.2,-0.5497,,6
1784,59.4667,0,1,1,2,contact,N2N,,42.9,0.1897,145.8,0.6444,232.5,1.0273,0.0,172.9,263.8,0.6,3.1,-0.5371,,6
1785,59.5,0,1,1,2,contact,N2N,,42.7,0.1891,141.8,0.6283,230.2,1.0204,0.0,174.6,263.9,0.4,2.3,-0.5361,,6
1786,59.5333,0,1,1,2,contact,N2N,,41.4,0.1841,143.5,0.6384,230.2,1.0245,0.0,174.5,258.6,0.2,0.6,-0.5436,,6
1787,59.5667,0,1,1,2,contact,N2N,,41.2,0.1841,143.6,0.641,229.5,1.0245,0.0,175.7,259.8,0.8,1.2,-0.5559,,6
1788,59.6,0,1,1,2,contact,N2N,,42.7,0.1911,145.3,0.6499,229.6,1.0265,0.0,179.4,261.4,1.5,1.5,-0.5522,,6
1789,59.6333,0,1,1,2,contact,N2N,,44.9,0.2007,144.8,0.6479,229.7,1.0277,0.0,180.6,262.7,0.7,2.4,-0.555,,6
1790,59.6667,0,1,1,2,contact,N2N,,44.7,0.2002,144.3,0.6462,229.5,1.0277,0.0,179.6,263.5,0.5,3.4,-0.548,,6
1791,59.7,0,1,1,2,contact,N2N,,43.7,0.1961,144.1,0.6459,228.8,1.0256,0.0,179.4,264.1,1.8,0.4,-0.5479,,6
1792,59.7333,0,1,1,2,contact,N2N,,44.7,0.2005,142.8,0.6404,227.4,1.0202,0.0,179.4,263.2,0.2,2.0,-0.5372,,6
1793,59.7667,0,1,1,2,contact,N2N,,46.7,0.2098,141.9,0.6371,225.1,1.0103,0.0,180.9,262.0,2.1,1.1,-0.5338,,6
1794,59.8,0,1,1,2,contact,N2N,,50.8,0.2278,138.5,0.6207,223.9,1.0032,0.0,182.7,269.8,1.5,2.6,-0.5464,,6
1795,59.8333,0,1,1,2,contact,N2N,,51.6,0.231,137.5,0.6149,224.2,1.0026,0.0,183.9,271.9,0.4,0.6,-0.5346,,6
1796,59.8667,0,1,1,2,contact,N2N,,50.3,0.2246,137.9,0.6161,224.7,1.0042,0.0,182.3,268.3,0.6,0.7,-0.5352,,6
1797,59.9,0,1,1,2,contact,N2N,,53.3,0.2378,135.7,0.6053,220.6,0.9841,0.0,184.5,270.6,0.1,0.6,-0.5379,,6
1798,59.9333,0,1,1,2,contact,N2N,,56.0,0.2489,132.7,0.5903,222.6,0.9898,0.0,184.8,277.8,1.2,1.1,-0.5413,,6
1799,59.9667,0,1,1,2,contact,N2N,,56.3,0.2497,131.4,0.5825,222.3,0.9855,0.0,184.4,280.2,1.0,1.2,-0.5476,,6
1800,60.0,0,1,1,2,contact,N2N,,58.5,0.2481,130.0,0.5511,221.6,0.9393,0.0,186.6,285.2,,,-0.5436,,0
1801,60.0333,0,1,1,2,contact,N2N,,52.9,0.2247,129.3,0.5488,219.2,0.9301,0.0,181.8,284.6,1.6,0.6,-0.5688,,0
1802,60.0667,0,1,1,2,contact,N2N,,50.9,0.2165,130.5,0.5553,215.2,0.9157,0.0,181.1,278.0,1.2,0.8,-0.5654,,0
1803,60.1,0,1,1,2,contact,N2N,,50.9,0.2172,130.1,0.5552,216.0,0.9217,0.0,180.4,275.5,0.1,4.1,-0.5633,,0
1804,60.1333,0,1,1,2,contact,N2N,,50.0,0.2139,129.7,0.5552,214.1,0.9163,0.0,179.2,274.7,0.2,2.5,-0.5685,,0
1805,60.1667,0,1,1,2,contact,N2N,,51.5,0.2209,130.7,0.5603,217.7,0.9328,0.0,181.4,280.4,0.6,3.0,-0.5554,,0
1806,60.2,0,1,1,2,contact,N2N,,54.6,0.2343,133.4,0.5726,218.0,0.9358,0.0,185.2,273.8,0.3,0.7,-0.5347,,0
1807,60.2333,0,1,1,2,contact,N2N,,55.5,0.2387,137.9,0.5935,215.8,0.9288,0.0,188.6,266.1,0.6,4.6,-0.506,,0
1808,60.2667,0,1,1,2,contact,N2N,,53.7,0.2316,141.2,0.6094,216.1,0.9326,0.0,188.7,261.9,0.8,0.8,-0.5033,,0
1809,60.3,0,1,1,2,contact,N2N,,53.6,0.2322,142.9,0.6185,216.3,0.9366,0.0,189.7,259.6,0.9,0.5,-0.5001,,0
1810,60.3333,0,1,1,2,contact,N2N,,53.0,0.2301,146.4,0.636,216.8,0.9415,0.0,191.5,255.5,1.0,1.7,-0.5029,,0
1811,60.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1812,60.4,0,1,1,2,contact,N2N,,50.8,0.2224,145.9,0.6382,215.4,0.9424,0.0,188.9,255.8,0.6,1.1,-0.5036,,0
1813,60.4333,0,1,1,2,contact,N2N,,50.4,0.2214,146.9,0.6453,214.1,0.9404,0.0,188.7,251.2,0.6,1.9,-0.5096,,0
1814,60.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1815,60.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1816,60.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1817,60.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1818,60.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1819,60.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1820,60.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1821,60.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1822,60.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1823,60.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1824,60.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1825,60.8333,0,1,1,2,contact,N2B,0,79.8,0.3636,109.1,0.4969,186.9,0.8515,0.0,174.3,256.5,2.7,3.7,-0.8111,,1
1826,60.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1827,60.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1828,60.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1829,60.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1830,61.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1831,61.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1832,61.0667,0,1,1,2,contact,N2B,0,91.1,0.4156,78.1,0.3562,163.0,0.7431,0.0,163.5,243.3,8.8,1.8,-0.8096,,2
1833,61.1,0,1,1,2,contact,N2B,0,92.4,0.4259,69.3,0.3195,161.0,0.7419,0.0,154.1,238.2,30.9,3.6,-0.8329,,2
1834,61.1333,0,1,1,2,contact,N2AG,1,92.2,0.4297,63.9,0.298,156.2,0.7282,0.0,147.7,236.9,6.8,2.5,-0.8809,,3
1835,61.1667,0,1,1,2,contact,N2AG,1,90.6,0.4275,62.9,0.2968,154.1,0.7273,0.0,144.6,231.7,3.6,2.1,-0.9071,,3
1836,61.2,0,1,1,2,contact,N2B,0,86.1,0.4116,63.6,0.304,152.5,0.7294,0.0,139.7,227.7,3.1,1.3,-0.9472,,2
1837,61.2333,0,1,1,2,contact,N2B,0,95.4,0.4611,62.7,0.303,144.8,0.7001,0.0,144.3,228.9,2.9,2.7,-0.9706,,2
1838,61.2667,0,1,1,2,contact,N2B,0,93.9,0.4587,68.1,0.3324,140.2,0.6849,0.0,146.5,225.2,2.3,1.0,-0.9898,,2
1839,61.3,0,1,1,2,contact,N2B,0,99.4,0.488,75.2,0.3695,135.4,0.6649,0.0,158.5,228.5,2.2,0.7,-0.9981,,2
1840,61.3333,0,1,1,2,contact,N2B,0,125.0,0.6087,84.0,0.4089,144.9,0.7056,0.0,198.2,244.7,11.7,2.0,-0.9923,,2
1841,61.3667,0,1,1,2,contact,N2B,0,141.1,0.6779,73.3,0.3523,125.7,0.6037,0.0,213.8,252.0,21.8,10.2,-0.9879,,2
1842,61.4,0,1,1,2,contact,N2B,0,131.7,0.6284,64.0,0.3053,120.9,0.5766,0.0,195.5,250.3,10.3,22.3,-0.9846,,2
1843,61.4333,0,1,1,2,contact,N2AG,1,125.1,0.5953,49.9,0.2375,120.7,0.5742,0.0,173.5,257.4,7.1,34.6,-0.9958,,4
1844,61.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1845,61.5,0,1,1,2,contact,N2AG,1,121.0,0.5752,41.4,0.1968,110.6,0.5259,0.0,162.3,258.4,9.9,3.6,-0.9743,,4
1846,61.5333,0,1,1,2,contact,N2AG,1,139.1,0.6592,29.9,0.1417,93.5,0.4431,0.0,168.8,267.0,5.2,13.2,-0.9688,,4
1847,61.5667,0,1,1,2,contact,N2AG,1,189.8,0.8961,60.2,0.284,91.0,0.4298,0.0,172.7,264.7,26.6,22.3,-0.9991,,4
1848,61.6,0,1,1,2,proximity,,,192.5,0.9128,68.7,0.3258,82.6,0.3917,0.0,152.3,253.1,9.0,7.3,-0.9996,,
1849,61.6333,0,1,1,2,contact,N2AG,1,215.4,1.0196,55.1,0.2606,59.8,0.2832,0.0,195.1,233.5,14.6,10.2,-0.9967,,4
1850,61.6667,0,1,1,2,contact,N2AG,1,232.2,1.0918,55.4,0.2607,65.1,0.3061,0.0,200.0,250.2,0.1,12.5,-0.9958,,4
1851,61.7,0,1,1,2,contact,,,243.6,1.1376,64.8,0.3027,62.4,0.2914,0.0,202.3,253.4,6.0,4.9,-0.9961,,
1852,61.7333,0,1,1,2,contact,,,235.8,1.1057,71.3,0.3344,60.9,0.2855,0.0,176.7,234.1,5.3,4.0,-0.9878,,
1853,61.7667,0,1,1,2,proximity,,,259.0,1.2111,70.5,0.3295,67.3,0.3147,0.0,196.5,241.3,10.2,0.8,-0.9681,,
1854,61.8,0,1,1,2,proximity,,,265.1,1.2363,68.2,0.318,69.2,0.3228,0.0,206.3,233.5,9.7,6.2,-0.95,,
1855,61.8333,0,1,1,2,proximity,,,275.5,1.2809,72.4,0.3365,78.2,0.3636,0.0,213.1,228.8,6.5,6.7,-0.9334,,
1856,61.8667,0,1,1,2,proximity,,,281.0,1.3016,74.4,0.3446,82.8,0.3837,0.0,213.4,232.8,7.1,3.9,-0.903,,
1857,61.9,0,1,1,2,proximity,,,288.4,1.3296,77.0,0.3552,86.2,0.3975,0.0,216.1,235.9,8.7,0.5,-0.8787,,
1858,61.9333,0,1,1,2,proximity,,,316.8,1.4454,83.3,0.3802,88.2,0.4026,0.0,237.7,241.8,7.6,2.0,-0.8706,,
1859,61.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1860,62.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1861,62.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1862,62.0667,0,1,1,2,proximity,,,328.8,1.4515,77.0,0.34,99.8,0.4405,0.0,253.8,214.2,12.8,3.0,-0.8074,,
1863,62.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1864,62.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1865,62.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1866,62.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1867,62.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1868,62.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1869,62.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1870,62.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1871,62.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1872,62.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1873,62.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1874,62.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1875,62.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1876,62.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1877,62.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1878,62.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1879,62.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1880,62.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1881,62.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1882,62.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1883,62.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1884,62.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1885,62.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1886,62.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1887,62.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1888,62.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1889,62.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1890,63.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1891,63.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1892,63.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1893,63.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1894,63.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1895,63.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1896,63.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1897,63.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1898,63.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1899,63.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1900,63.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1901,63.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1902,63.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1903,63.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1904,63.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1905,63.5,0,1,1,2,independent,,,835.4,3.589,586.4,2.5192,521.8,2.2417,0.0,259.7,221.9,1.7,2.3,-0.9038,,
1906,63.5333,0,1,1,2,independent,,,835.0,3.5654,571.6,2.4408,514.8,2.1984,0.0,273.4,220.6,1.9,5.1,-0.8985,,
1907,63.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1908,63.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1909,63.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1910,63.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1911,63.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1912,63.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1913,63.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1914,63.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1915,63.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1916,63.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1917,63.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1918,63.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1919,63.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1920,64.0,0,1,1,2,independent,,,853.0,3.46,630.1,2.5559,604.0,2.45,0.0,276.2,277.1,1.6,18.7,0.0332,,
1921,64.0333,0,1,1,2,independent,,,859.0,3.4534,640.2,2.5737,618.5,2.4866,0.0,272.9,264.3,0.4,19.6,0.0274,,
1922,64.0667,0,1,1,2,independent,,,859.1,3.4182,641.0,2.5505,619.6,2.4655,0.0,276.5,272.7,0.9,18.1,0.1196,,
1923,64.1,0,1,1,2,independent,,,870.4,3.4269,648.0,2.5512,637.5,2.5102,0.0,283.4,272.3,0.5,20.5,0.1375,,
1924,64.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1925,64.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1926,64.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1927,64.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1928,64.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1929,64.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1930,64.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1931,64.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1932,64.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1933,64.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1934,64.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1935,64.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1936,64.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1937,64.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1938,64.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1939,64.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1940,64.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1941,64.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1942,64.7333,0,1,1,2,independent,,,940.6,3.6197,798.3,3.0721,789.4,3.0379,0.0,232.8,271.8,3.2,5.7,0.6391,,
1943,64.7667,0,1,1,2,independent,,,950.2,3.6642,803.5,3.0985,805.1,3.1046,0.0,236.9,271.8,7.5,9.7,0.6378,,
1944,64.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1945,64.8333,0,1,1,2,independent,,,951.7,3.6864,809.9,3.1373,812.7,3.1479,0.0,239.8,252.4,1.0,7.6,0.6538,,
1946,64.8667,0,1,1,2,independent,,,970.4,3.7547,825.4,3.1934,830.3,3.2124,0.0,266.5,255.7,1.2,12.1,0.6262,,
1947,64.9,0,1,1,2,independent,,,979.0,3.7808,836.0,3.2286,835.6,3.2271,0.0,271.9,254.7,1.0,12.3,0.6408,,
1948,64.9333,0,1,1,2,independent,,,989.4,3.8252,839.8,3.2471,848.1,3.2791,0.0,266.4,245.5,0.7,11.3,0.6046,,
1949,64.9667,0,1,1,2,independent,,,1001.3,3.8705,835.6,3.23,852.3,3.2947,0.0,263.1,255.4,2.5,4.9,0.5666,,
1950,65.0,0,1,1,2,independent,,,1010.5,3.915,829.4,3.2132,856.4,3.3181,0.0,244.4,261.1,2.0,3.8,0.5371,,
1951,65.0333,0,1,1,2,independent,,,1014.9,3.9385,833.3,3.2338,852.1,3.3068,0.0,244.1,263.5,3.9,3.7,0.5038,,
1952,65.0667,0,1,1,2,independent,,,1027.0,4.0041,835.2,3.2563,853.8,3.3287,0.0,228.6,262.9,4.2,2.0,0.4369,,
1953,65.1,0,1,1,2,independent,,,1032.8,4.0428,837.7,3.2794,855.9,3.3504,0.0,229.5,262.9,1.9,0.6,0.3904,,
1954,65.1333,0,1,1,2,independent,,,1047.1,4.1044,844.6,3.3104,855.6,3.3538,0.0,235.3,268.9,1.7,2.1,0.3304,,
1955,65.1667,0,1,1,2,independent,,,1060.5,4.1593,852.9,3.3452,861.7,3.3798,0.0,236.5,270.7,3.2,0.8,0.275,,
1956,65.2,0,1,1,2,independent,,,1057.7,4.1505,851.3,3.3405,860.4,3.3765,0.0,236.6,270.6,3.1,1.1,0.2865,,
1957,65.2333,0,1,1,2,independent,,,1057.2,4.1537,850.9,3.343,861.8,3.3861,0.0,232.6,270.9,1.7,0.7,0.2901,,
1958,65.2667,0,1,1,2,independent,,,1060.2,4.1666,854.6,3.3587,861.4,3.3852,0.0,236.6,270.9,1.6,0.9,0.2611,,
1959,65.3,0,1,1,2,independent,,,1061.9,4.1801,858.6,3.3797,862.0,3.3931,0.0,235.8,264.9,1.6,0.8,0.2217,,
1960,65.3333,0,1,1,2,independent,,,1067.5,4.2191,866.3,3.4239,864.7,3.4176,0.0,232.9,254.8,1.1,0.6,0.1094,,
1961,65.3667,0,1,1,2,independent,,,1089.1,4.3168,880.3,3.4894,869.6,3.4468,0.0,235.7,255.7,1.6,1.5,0.0197,,
1962,65.4,0,1,1,2,independent,,,1091.7,4.3427,877.8,3.492,874.7,3.4794,0.0,229.4,257.1,1.3,3.6,-0.0311,,
1963,65.4333,0,1,1,2,independent,,,1099.0,4.3938,878.1,3.5109,879.1,3.5145,0.0,226.0,251.6,3.1,2.3,-0.1318,,
1964,65.4667,0,1,1,2,independent,,,1107.3,4.4405,884.8,3.5483,884.5,3.5474,0.0,226.8,258.1,0.8,4.9,-0.1146,,
1965,65.5,0,1,1,2,independent,,,1114.5,4.4793,884.8,3.5562,887.5,3.5669,0.0,227.0,260.9,0.2,2.9,-0.1589,,
1966,65.5333,0,1,1,2,independent,,,1117.9,4.5004,886.7,3.5697,888.0,3.575,0.0,228.9,260.6,1.5,2.7,-0.1769,,
1967,65.5667,0,1,1,2,independent,,,1120.7,4.5155,889.9,3.5856,893.8,3.6012,0.0,232.0,260.7,1.9,4.4,-0.1524,,
1968,65.6,0,1,1,2,independent,,,1124.3,4.5281,890.5,3.5863,896.7,3.6115,0.0,231.5,266.9,1.0,2.8,-0.1367,,
1969,65.6333,0,1,1,2,independent,,,1121.3,4.5175,893.1,3.5981,895.3,3.6068,0.0,231.9,263.0,2.6,0.9,-0.1222,,
1970,65.6667,0,1,1,2,independent,,,1116.8,4.507,895.5,3.6139,892.6,3.602,0.0,231.5,256.7,0.8,2.4,-0.1166,,
1971,65.7,0,1,1,2,independent,,,1114.0,4.5009,890.6,3.5984,885.6,3.5782,0.0,236.2,253.4,2.0,2.5,-0.1567,,
1972,65.7333,0,1,1,2,independent,,,1104.4,4.4746,880.4,3.567,884.7,3.5846,0.0,228.5,252.7,2.8,2.2,-0.1377,,
1973,65.7667,0,1,1,2,independent,,,1094.9,4.4562,872.6,3.5514,886.0,3.6059,0.0,214.6,256.7,4.1,0.6,-0.0574,,
1974,65.8,0,1,1,2,independent,,,1085.0,4.4373,860.2,3.5177,881.1,3.6035,0.0,209.4,258.5,2.9,0.6,-0.0162,,
1975,65.8333,0,1,1,2,independent,,,1077.6,4.4325,851.6,3.503,884.8,3.6392,0.0,205.9,255.0,10.5,1.2,-0.0047,,
1976,65.8667,0,1,1,2,independent,,,1070.4,4.4287,843.1,3.4882,880.9,3.6446,0.0,201.1,256.6,1.9,0.8,0.0417,,
1977,65.9,0,1,1,2,independent,,,1060.3,4.4127,833.1,3.467,874.5,3.6394,0.0,199.3,256.0,1.3,0.9,0.0958,,
1978,65.9333,0,1,1,2,independent,,,1055.6,4.4124,823.4,3.4418,870.8,3.6397,0.0,199.9,259.7,1.7,0.2,0.1271,,
1979,65.9667,0,1,1,2,independent,,,1049.7,4.4016,815.6,3.4201,868.2,3.6405,0.0,200.3,263.1,1.4,0.5,0.1817,,
1980,66.0,0,1,1,2,independent,,,1038.2,4.3625,808.4,3.397,867.5,3.6452,0.0,204.9,261.8,1.2,1.4,0.2645,,
1981,66.0333,0,1,1,2,independent,,,1025.8,4.3226,802.1,3.3802,868.6,3.6601,0.0,209.7,252.9,1.6,0.4,0.2804,,
1982,66.0667,0,1,1,2,independent,,,1022.2,4.3206,798.6,3.3754,867.5,3.6666,0.0,208.5,252.0,2.8,0.5,0.3079,,
1983,66.1,0,1,1,2,independent,,,1023.1,4.3256,799.2,3.3793,867.4,3.6675,0.0,211.7,259.8,4.0,1.8,0.3787,,
1984,66.1333,0,1,1,2,independent,,,1018.4,4.2963,792.7,3.3443,861.0,3.6323,0.0,222.8,260.6,3.8,1.4,0.3811,,
1985,66.1667,0,1,1,2,independent,,,1010.3,4.2508,787.3,3.3125,851.3,3.5815,0.0,228.3,258.8,3.7,4.9,0.3968,,
1986,66.2,0,1,1,2,independent,,,996.5,4.1912,790.1,3.3232,847.8,3.566,0.0,234.7,242.1,3.7,4.7,0.4211,,
1987,66.2333,0,1,1,2,independent,,,993.2,4.178,788.9,3.3187,846.2,3.5598,0.0,236.0,238.8,4.9,5.0,0.426,,
1988,66.2667,0,1,1,2,independent,,,976.5,4.1223,770.8,3.254,838.1,3.5383,0.0,228.3,230.1,4.4,4.6,0.4187,,
1989,66.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1990,66.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1991,66.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1992,66.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1993,66.4333,0,1,1,2,independent,,,949.0,4.0102,738.8,3.1218,847.6,3.5819,0.0,225.8,236.8,5.0,1.1,0.6215,,
1994,66.4667,0,1,1,2,independent,,,944.3,3.9904,732.4,3.0949,847.6,3.5817,0.0,231.9,241.4,5.7,1.2,0.6638,,
1995,66.5,0,1,1,2,independent,,,935.0,3.9495,727.9,3.0744,835.7,3.53,0.0,236.4,239.0,4.1,1.3,0.6966,,
1996,66.5333,0,1,1,2,independent,,,915.4,3.8598,726.6,3.0639,825.8,3.4822,0.0,244.7,236.9,4.6,1.5,0.8012,,
1997,66.5667,0,1,1,2,independent,,,892.1,3.7504,717.6,3.0169,809.8,3.4045,0.0,255.0,233.9,4.5,6.1,0.8592,,
1998,66.6,0,1,1,2,independent,,,884.0,3.6895,712.5,2.9736,803.2,3.3524,0.0,271.1,239.0,6.8,4.6,0.8889,,
