frame_idx,time_sec,rat_a_slot,rat_b_slot,rat_a_track_id,rat_b_track_id,zone,contact_type,investigator_slot,nose_nose_dist_px,nose_nose_dist_bl,nose_tailbase_dist_px,nose_tailbase_dist_bl,centroid_dist_px,centroid_dist_bl,mask_iou,body_length_a_px,body_length_b_px,velocity_a_px,velocity_b_px,orientation_cos,quality_flag,bout_id
954,31.8,0,1,1,2,independent,,,563.5,2.0774,381.9,1.4078,509.1,1.8768,0.0,276.8,277.0,15.6,9.1,-0.6082,,
955,31.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
956,31.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
957,31.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
958,31.9333,0,1,1,2,independent,,,606.9,2.2332,423.9,1.5597,521.6,1.9194,0.0,274.0,273.2,13.7,7.4,-0.7416,,
959,31.9667,0,1,1,2,independent,,,613.9,2.2616,450.1,1.658,523.2,1.9273,0.0,263.7,273.5,16.6,11.5,-0.8374,,
960,32.0,0,1,1,2,independent,,,642.6,2.3673,462.4,1.7034,530.2,1.9533,0.0,269.9,273.2,15.9,15.1,-0.8445,,
961,32.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
962,32.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
963,32.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
964,32.1333,0,1,1,2,independent,,,701.0,2.5876,490.2,1.8095,539.0,1.9897,0.0,278.9,275.3,6.1,11.9,-0.8602,,
965,32.1667,0,1,1,2,independent,,,705.4,2.6044,501.0,1.8495,552.0,2.0377,0.0,272.5,268.6,17.3,9.1,-0.8535,,
966,32.2,0,1,1,2,independent,,,721.7,2.6591,510.1,1.8795,561.9,2.0704,0.0,275.2,277.6,10.8,12.5,-0.8348,,
967,32.2333,0,1,1,2,independent,,,727.5,2.679,524.7,1.9324,582.1,2.1437,0.0,272.1,273.4,11.6,14.0,-0.842,,
968,32.2667,0,1,1,2,independent,,,729.2,2.6876,542.3,1.9988,592.0,2.182,0.0,268.1,270.6,10.5,13.4,-0.8668,,
969,32.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
970,32.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
971,32.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
972,32.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
973,32.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
974,32.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
975,32.5,0,1,1,2,independent,,,784.6,2.8966,620.3,2.29,645.1,2.3817,0.0,260.7,274.2,15.3,9.5,-0.9009,,
976,32.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
977,32.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
978,32.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
979,32.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
980,32.6667,0,1,1,2,independent,,,849.4,3.1222,692.9,2.547,692.2,2.5444,0.0,282.0,266.5,10.8,14.7,-0.963,,
981,32.7,0,1,1,2,independent,,,857.5,3.1566,706.2,2.5997,706.1,2.5994,0.0,276.4,259.7,11.2,8.8,-0.9671,,
982,32.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
983,32.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
984,32.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
985,32.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
986,32.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
987,32.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
988,32.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
989,32.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
990,33.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
991,33.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
992,33.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
993,33.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
994,33.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
995,33.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
996,33.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
997,33.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
998,33.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
999,33.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1000,33.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1001,33.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1002,33.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1003,33.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1004,33.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1005,33.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1006,33.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1007,33.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1008,33.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1009,33.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1010,33.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1011,33.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1012,33.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1013,33.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1014,33.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1015,33.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1016,33.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1017,33.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1018,33.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1019,33.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1020,34.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1021,34.0333,0,1,1,2,independent,,,812.6,3.1565,669.9,2.6021,739.0,2.8705,0.0,222.4,286.9,5.0,13.1,-0.6579,,
1022,34.0667,0,1,1,2,independent,,,801.6,3.1199,656.5,2.555,732.6,2.8511,0.0,221.6,283.3,1.6,9.3,-0.6071,,
1023,34.1,0,1,1,2,independent,,,805.6,3.1445,653.0,2.5492,733.4,2.8629,0.0,223.2,275.5,1.5,9.1,-0.5584,,
1024,34.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1025,34.1667,0,1,1,2,independent,,,784.5,3.0545,625.4,2.4347,727.4,2.8321,0.0,225.0,290.6,0.3,9.4,-0.4875,,
1026,34.2,0,1,1,2,independent,,,787.6,3.0697,630.1,2.4557,734.5,2.8626,0.0,220.2,288.0,2.7,9.7,-0.4958,,
1027,34.2333,0,1,1,2,independent,,,782.3,3.0499,616.3,2.4026,722.5,2.8166,0.0,226.1,285.9,3.8,12.8,-0.4688,,
1028,34.2667,0,1,1,2,independent,,,783.7,3.0513,611.3,2.3798,713.2,2.7766,0.0,227.1,292.6,0.2,11.9,-0.4753,,
1029,34.3,0,1,1,2,independent,,,775.9,3.0172,601.3,2.3383,710.3,2.7621,0.0,224.6,295.1,4.2,12.0,-0.4444,,
1030,34.3333,0,1,1,2,independent,,,773.2,3.0047,592.8,2.3039,702.7,2.731,0.0,227.0,290.6,1.1,13.4,-0.4056,,
1031,34.3667,0,1,1,2,independent,,,763.4,2.9665,580.2,2.2544,701.1,2.7244,0.0,226.8,288.4,2.8,12.1,-0.3471,,
1032,34.4,0,1,1,2,independent,,,757.9,2.9452,572.3,2.2239,699.7,2.7191,0.0,228.5,285.8,1.4,9.6,-0.2888,,
1033,34.4333,0,1,1,2,independent,,,757.0,2.9402,566.5,2.2002,705.8,2.7411,0.0,230.3,287.4,0.8,9.7,-0.2299,,
1034,34.4667,0,1,1,2,independent,,,756.9,2.9345,556.5,2.1575,698.8,2.7091,0.0,238.6,285.5,1.8,15.1,-0.1722,,
1035,34.5,0,1,1,2,independent,,,752.9,2.9209,558.7,2.1675,704.1,2.7314,0.0,228.9,283.5,9.7,16.2,-0.1458,,
1036,34.5333,0,1,1,2,independent,,,755.2,2.9295,552.8,2.1443,701.5,2.7213,0.0,234.5,281.5,3.5,12.4,-0.1231,,
1037,34.5667,0,1,1,2,independent,,,757.9,2.9355,544.0,2.1071,693.7,2.687,0.0,242.9,280.6,0.7,10.1,-0.1048,,
1038,34.6,0,1,1,2,independent,,,756.4,2.9297,544.7,2.1096,689.9,2.672,0.0,236.5,279.9,6.6,11.6,-0.1281,,
1039,34.6333,0,1,1,2,independent,,,750.6,2.9042,536.5,2.0758,677.3,2.6207,0.0,237.0,284.8,0.3,15.2,-0.1383,,
1040,34.6667,0,1,1,2,independent,,,751.3,2.9054,537.6,2.0789,671.0,2.5949,0.0,234.8,284.8,0.9,13.5,-0.1596,,
1041,34.7,0,1,1,2,independent,,,747.3,2.892,539.9,2.0895,673.6,2.6071,0.0,227.4,285.6,4.9,15.6,-0.1759,,
1042,34.7333,0,1,1,2,independent,,,744.3,2.8791,532.9,2.0614,660.7,2.5554,0.0,231.9,287.6,3.4,12.3,-0.1933,,
1043,34.7667,0,1,1,2,independent,,,734.7,2.8482,530.9,2.0584,660.8,2.5616,0.0,227.1,278.3,0.2,11.4,-0.2079,,
1044,34.8,0,1,1,2,independent,,,718.8,2.7875,513.7,1.9922,653.0,2.5324,0.0,232.0,282.2,3.4,15.1,-0.1821,,
1045,34.8333,0,1,1,2,independent,,,706.3,2.7397,501.3,1.9446,639.5,2.4805,0.0,233.4,281.3,2.3,15.3,-0.1883,,
1046,34.8667,0,1,1,2,independent,,,699.0,2.7109,493.6,1.9141,629.9,2.4428,0.0,235.7,280.7,2.0,14.1,-0.2195,,
1047,34.9,0,1,1,2,independent,,,695.9,2.6986,490.8,1.9034,623.7,2.4185,0.0,236.0,280.2,0.9,12.7,-0.2762,,
1048,34.9333,0,1,1,2,independent,,,695.4,2.6977,487.3,1.8905,610.7,2.3692,0.0,238.7,274.8,0.9,12.5,-0.3263,,
1049,34.9667,0,1,1,2,independent,,,693.9,2.6904,483.8,1.8757,603.4,2.3396,0.0,240.9,277.8,1.8,16.1,-0.3562,,
1050,35.0,0,1,1,2,independent,,,694.3,2.6872,480.2,1.8586,598.1,2.3146,0.0,243.8,281.3,2.2,14.8,-0.3774,,
1051,35.0333,0,1,1,2,independent,,,695.3,2.6846,475.8,1.837,590.8,2.2811,0.0,247.3,281.6,1.4,14.5,-0.3738,,
1052,35.0667,0,1,1,2,independent,,,695.9,2.6821,474.5,1.8288,590.3,2.2751,0.0,247.9,279.3,3.5,11.2,-0.3574,,
1053,35.1,0,1,1,2,independent,,,690.7,2.6604,472.8,1.8212,589.7,2.2716,0.0,244.7,277.2,4.4,10.4,-0.3146,,
1054,35.1333,0,1,1,2,independent,,,689.9,2.6592,472.2,1.8202,586.2,2.2597,0.0,243.2,272.6,7.0,21.6,-0.31,,
1055,35.1667,0,1,1,2,independent,,,697.5,2.6939,478.6,1.8484,590.4,2.2802,0.0,244.4,264.3,7.5,22.0,-0.3151,,
1056,35.2,0,1,1,2,independent,,,712.1,2.748,491.1,1.8951,607.9,2.3457,0.0,248.6,273.8,6.1,3.1,-0.3835,,
1057,35.2333,0,1,1,2,independent,,,723.9,2.7927,505.6,1.9504,603.0,2.326,0.0,245.6,274.4,5.9,14.0,-0.4547,,
1058,35.2667,0,1,1,2,independent,,,735.4,2.8345,513.3,1.9785,602.3,2.3216,0.0,250.0,272.6,7.2,9.5,-0.5009,,
1059,35.3,0,1,1,2,independent,,,745.7,2.8711,518.8,1.9976,602.5,2.3197,0.0,253.6,271.1,7.8,17.6,-0.5076,,
1060,35.3333,0,1,1,2,independent,,,752.1,2.8979,531.0,2.0458,604.9,2.3307,0.0,246.1,269.6,6.0,11.7,-0.5246,,
1061,35.3667,0,1,1,2,independent,,,758.0,2.9258,540.7,2.087,604.5,2.3331,0.0,240.9,269.1,5.9,7.6,-0.5491,,
1062,35.4,0,1,1,2,independent,,,760.5,2.9429,539.7,2.0884,596.4,2.308,0.0,242.1,262.6,3.9,6.5,-0.5365,,
1063,35.4333,0,1,1,2,independent,,,766.2,2.9772,549.3,2.1347,602.2,2.3402,0.0,238.6,256.8,6.6,7.2,-0.5523,,
1064,35.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1065,35.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1066,35.5333,0,1,1,2,independent,,,774.6,3.0418,573.2,2.2508,624.6,2.4527,0.0,231.4,257.6,8.3,2.5,-0.6024,,
1067,35.5667,0,1,1,2,independent,,,783.5,3.084,580.7,2.286,635.8,2.5027,0.0,239.4,257.6,6.4,1.4,-0.6309,,
1068,35.6,0,1,1,2,independent,,,791.6,3.1224,597.4,2.3565,656.0,2.5876,0.0,236.8,260.8,7.5,0.7,-0.6637,,
1069,35.6333,0,1,1,2,independent,,,792.5,3.1338,607.1,2.4009,671.1,2.6538,0.0,233.8,260.5,5.9,3.3,-0.6826,,
1070,35.6667,0,1,1,2,independent,,,792.9,3.1376,607.0,2.4018,674.5,2.6691,0.0,239.6,263.0,6.2,0.5,-0.6819,,
1071,35.7,0,1,1,2,independent,,,795.4,3.1437,607.4,2.4007,675.5,2.6701,0.0,243.4,267.7,5.3,2.1,-0.6829,,
1072,35.7333,0,1,1,2,independent,,,795.7,3.1386,609.8,2.4052,674.4,2.6604,0.0,243.5,272.8,3.9,2.5,-0.6901,,
1073,35.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1074,35.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1075,35.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1076,35.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1077,35.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1078,35.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1079,35.9667,0,1,1,2,independent,,,803.4,3.2139,651.5,2.6064,698.4,2.7938,0.0,219.6,270.7,2.4,2.3,-0.7672,,
1080,36.0,0,1,1,2,independent,,,797.4,3.2016,650.9,2.6133,703.2,2.8233,0.0,215.4,266.7,1.2,1.7,-0.76,,
1081,36.0333,0,1,1,2,independent,,,796.4,3.2088,652.1,2.6274,702.2,2.829,0.0,211.8,269.2,1.6,3.2,-0.7618,,
1082,36.0667,0,1,1,2,independent,,,793.1,3.2076,649.8,2.6278,700.4,2.8326,0.0,211.5,266.0,0.5,2.3,-0.7575,,
1083,36.1,0,1,1,2,independent,,,788.5,3.2168,645.4,2.6331,694.6,2.8338,0.0,211.0,240.7,0.2,3.6,-0.7384,,
1084,36.1333,0,1,1,2,independent,,,778.5,3.1873,634.6,2.5981,694.4,2.8427,0.0,214.3,258.8,0.4,27.2,-0.7297,,
1085,36.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1086,36.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1087,36.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1088,36.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1089,36.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1090,36.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1091,36.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1092,36.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1093,36.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1094,36.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1095,36.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1096,36.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1097,36.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1098,36.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1099,36.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1100,36.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1101,36.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1102,36.7333,0,1,1,2,independent,,,679.5,2.6881,583.5,2.3081,689.3,2.7268,0.0,248.0,246.8,10.9,2.4,-0.5803,,
1103,36.7667,0,1,1,2,independent,,,689.8,2.7373,589.4,2.3389,696.9,2.7656,0.0,251.2,238.3,13.0,1.7,-0.5806,,
1104,36.8,0,1,1,2,independent,,,692.8,2.7579,589.0,2.3449,702.7,2.7975,0.0,252.0,236.1,11.2,3.9,-0.5647,,
1105,36.8333,0,1,1,2,independent,,,701.0,2.7985,594.0,2.3715,703.7,2.8093,0.0,254.6,233.7,11.9,4.2,-0.5834,,
1106,36.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1107,36.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1108,36.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1109,36.9667,0,1,1,2,independent,,,748.8,2.9713,620.8,2.4635,712.0,2.8254,0.0,261.6,241.0,13.2,2.1,-0.6114,,
1110,37.0,0,1,1,2,independent,,,758.7,3.0114,631.0,2.5045,714.9,2.8376,0.0,259.1,243.5,12.8,0.5,-0.6252,,
1111,37.0333,0,1,1,2,independent,,,765.5,3.04,640.4,2.5434,721.5,2.8653,0.0,255.4,245.6,14.9,0.7,-0.6466,,
1112,37.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1113,37.1,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1114,37.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1115,37.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1116,37.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1117,37.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1118,37.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1119,37.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1120,37.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1121,37.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1122,37.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1123,37.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1124,37.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1125,37.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1126,37.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1127,37.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1128,37.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1129,37.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1130,37.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1131,37.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1132,37.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1133,37.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1134,37.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1135,37.8333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1136,37.8667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1137,37.9,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1138,37.9333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1139,37.9667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1140,38.0,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1141,38.0333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1142,38.0667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1143,38.1,0,1,1,2,independent,,,985.2,3.9462,801.6,3.2108,860.5,3.4466,0.0,244.7,226.4,4.5,2.0,-0.6855,,
1144,38.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1145,38.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1146,38.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1147,38.2333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1148,38.2667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1149,38.3,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1150,38.3333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1151,38.3667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1152,38.4,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1153,38.4333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1154,38.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1155,38.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1156,38.5333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1157,38.5667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1158,38.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1159,38.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1160,38.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1161,38.7,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1162,38.7333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1163,38.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1164,38.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1165,38.8333,0,1,1,2,independent,,,1001.8,4.2259,806.4,3.4015,827.5,3.4906,0.0,195.7,221.3,2.0,1.8,-0.3644,,
1166,38.8667,0,1,1,2,independent,,,1000.1,4.2742,808.8,3.4565,827.4,3.5361,0.0,192.5,220.1,1.9,0.7,-0.3162,,
1167,38.9,0,1,1,2,independent,,,1000.7,4.3287,814.0,3.521,829.7,3.589,0.0,189.3,222.5,1.2,1.0,-0.2714,,
1168,38.9333,0,1,1,2,independent,,,1005.8,4.3972,819.9,3.5842,831.9,3.6369,0.0,190.7,222.9,1.2,0.7,-0.2418,,
1169,38.9667,0,1,1,2,independent,,,1006.4,4.4443,821.9,3.6293,830.0,3.6652,0.0,190.5,221.3,1.2,1.6,-0.2266,,
1170,39.0,0,1,1,2,independent,,,1007.0,4.4916,825.3,3.6812,831.3,3.7079,0.0,187.7,220.1,0.8,1.0,-0.2322,,
1171,39.0333,0,1,1,2,independent,,,1004.9,4.5251,823.8,3.7099,832.7,3.7497,0.0,187.2,218.5,1.3,2.4,-0.2085,,
1172,39.0667,0,1,1,2,independent,,,1003.7,4.56,822.9,3.7389,832.9,3.7844,0.0,187.1,217.9,1.2,4.3,-0.1945,,
1173,39.1,0,1,1,2,independent,,,1000.8,4.5835,823.4,3.7708,833.6,3.8175,0.0,184.1,221.1,0.2,2.1,-0.179,,
1174,39.1333,0,1,1,2,independent,,,990.5,4.5834,815.5,3.7737,832.3,3.8513,0.0,181.2,210.7,1.0,5.3,-0.1459,,
1175,39.1667,0,1,1,2,independent,,,983.4,4.5901,808.6,3.774,827.9,3.8643,0.0,181.6,213.4,0.6,5.6,-0.107,,
1176,39.2,0,1,1,2,independent,,,980.6,4.6036,806.8,3.7874,826.1,3.878,0.0,180.8,223.0,2.1,5.2,-0.0972,,
1177,39.2333,0,1,1,2,independent,,,977.1,4.6059,803.2,3.7862,823.8,3.8835,0.0,180.9,227.7,2.6,6.0,-0.084,,
1178,39.2667,0,1,1,2,independent,,,967.8,4.5802,794.7,3.7613,820.6,3.8837,0.0,180.4,226.9,1.5,6.9,-0.0318,,
1179,39.3,0,1,1,2,independent,,,961.6,4.5688,786.6,3.7376,820.5,3.8985,0.0,182.9,223.0,1.3,4.8,0.0305,,
1180,39.3333,0,1,1,2,independent,,,947.5,4.5209,766.0,3.6546,813.8,3.8829,0.0,189.0,214.4,4.9,1.6,0.1258,,
1181,39.3667,0,1,1,2,independent,,,925.6,4.4365,752.8,3.6086,801.8,3.843,0.0,181.6,218.4,7.6,3.9,0.2082,,
1182,39.4,0,1,1,2,independent,,,906.6,4.3526,736.1,3.5341,794.2,3.8132,0.0,181.2,229.2,7.4,5.4,0.3032,,
1183,39.4333,0,1,1,2,independent,,,887.3,4.2593,719.9,3.456,780.1,3.745,0.0,182.2,234.9,7.5,2.6,0.4064,,
1184,39.4667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1185,39.5,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1186,39.5333,0,1,1,2,independent,,,824.7,3.978,705.4,3.4028,757.4,3.6533,0.0,173.4,252.9,2.6,5.1,0.8107,,
1187,39.5667,0,1,1,2,independent,,,812.9,3.9031,705.4,3.387,756.9,3.6343,0.0,175.5,258.1,1.9,6.3,0.8725,,
1188,39.6,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1189,39.6333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1190,39.6667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1191,39.7,0,1,1,2,independent,,,756.6,3.6344,715.6,3.4371,753.8,3.621,0.0,182.6,257.1,1.3,7.2,0.9997,,
1192,39.7333,0,1,1,2,independent,,,733.0,3.4954,706.4,3.3686,743.1,3.5433,0.0,182.5,264.4,4.1,9.6,0.9856,,
1193,39.7667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1194,39.8,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1195,39.8333,0,1,1,2,independent,,,660.3,3.0924,715.6,3.3516,732.3,3.4298,0.0,207.8,269.6,6.8,9.1,0.7851,,
1196,39.8667,0,1,1,2,independent,,,646.8,2.9852,727.0,3.3551,734.4,3.3894,0.0,217.0,273.3,8.5,7.8,0.6966,,
1197,39.9,0,1,1,2,independent,,,633.0,2.8777,731.4,3.3253,733.7,3.3358,0.0,232.0,266.9,7.0,6.4,0.5981,,
1198,39.9333,0,1,1,2,independent,,,616.5,2.7585,737.9,3.3019,737.8,3.3014,0.0,241.8,268.8,11.8,5.6,0.474,,
1199,39.9667,0,1,1,2,independent,,,596.7,2.6351,733.3,3.2382,742.8,3.2801,0.0,240.4,266.2,11.8,6.3,0.3243,,
1200,40.0,0,1,1,2,independent,,,577.8,2.5157,723.1,3.1479,747.4,3.2539,0.0,246.7,270.9,13.0,4.6,0.2454,,
1201,40.0333,0,1,1,2,independent,,,560.8,2.4087,714.5,3.0687,742.6,3.1897,0.0,248.3,273.5,12.0,4.0,0.1668,,
1202,40.0667,0,1,1,2,independent,,,551.0,2.3406,701.5,2.9798,743.8,3.1598,0.0,246.3,271.0,17.0,6.9,0.1118,,
1203,40.1,0,1,1,2,independent,,,533.3,2.243,684.5,2.879,728.3,3.0634,0.0,249.7,268.0,15.1,7.8,0.0643,,
1204,40.1333,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1205,40.1667,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
1206,40.2,0,1,,,independent,,,,,,,,,0.0,,,,,,single_detection,
